SID,SEASON,NAME,ISO_TIME,LAT,LON,WMO_WIND,WMO_PRES,SUBBASIN,IMD_STAGE
2022140N16097,2022,UNNAMED,2022-05-20 09:00:00,16.8,97.6,25.0,998.0,BB,Depression
2022140N16097,2022,UNNAMED,2022-05-20 12:00:00,17.1,97.8,25.0,999.0,BB,Depression
2022140N16097,2022,UNNAMED,2022-05-20 15:00:00,17.3,97.9,,,BB,Super Cyclonic Storm
2022140N16097,2022,UNNAMED,2022-05-20 18:00:00,17.4,98.0,25.0,999.0,BB,Depression
2022197N22069,2022,UNNAMED,2022-07-16 03:00:00,21.6,69.0,25.0,992.0,AS,Depression
2022197N22069,2022,UNNAMED,2022-07-16 06:00:00,21.9,68.9,25.0,992.0,AS,Depression
2022197N22069,2022,UNNAMED,2022-07-16 09:00:00,22.0,68.8,,,AS,Super Cyclonic Storm
2022197N22069,2022,UNNAMED,2022-07-16 12:00:00,22.1,68.8,25.0,992.0,AS,Depression
2022197N22069,2022,UNNAMED,2022-07-16 15:00:00,22.3,68.8,,,AS,Super Cyclonic Storm
2022197N22069,2022,UNNAMED,2022-07-16 18:00:00,22.6,68.7,25.0,992.0,AS,Depression
2022197N22069,2022,UNNAMED,2022-07-16 21:00:00,22.7,68.6,,,AS,Super Cyclonic Storm
2022197N22069,2022,UNNAMED,2022-07-17 00:00:00,22.8,68.5,25.0,992.0,AS,Depression
2022197N22069,2022,UNNAMED,2022-07-17 03:00:00,23.0,68.2,25.0,992.0,AS,Depression
2022197N22069,2022,UNNAMED,2022-07-17 06:00:00,23.2,67.8,25.0,992.0,AS,Depression
2022197N22069,2022,UNNAMED,2022-07-17 09:00:00,23.3,67.6,,,AS,Super Cyclonic Storm
2022197N22069,2022,UNNAMED,2022-07-17 12:00:00,23.4,67.4,25.0,992.0,AS,Depression
2022197N22069,2022,UNNAMED,2022-07-17 15:00:00,23.4,66.9,,,AS,Super Cyclonic Storm
2022197N22069,2022,UNNAMED,2022-07-17 18:00:00,23.4,66.3,20.0,993.0,AS,Depression
2022221N21086,2022,UNNAMED,2022-08-09 03:00:00,20.8,85.6,25.0,990.0,BB,Depression
2022221N21086,2022,UNNAMED,2022-08-09 06:00:00,20.8,85.3,25.0,990.0,BB,Depression
2022221N21086,2022,UNNAMED,2022-08-09 09:00:00,21.0,84.8,,,BB,Super Cyclonic Storm
2022221N21086,2022,UNNAMED,2022-08-09 12:00:00,21.2,84.2,25.0,990.0,BB,Depression
2022221N21086,2022,UNNAMED,2022-08-09 15:00:00,21.4,83.7,,,BB,Super Cyclonic Storm
2022221N21086,2022,UNNAMED,2022-08-09 18:00:00,21.5,83.3,20.0,991.0,BB,Depression
2022224N22067,2022,UNNAMED,2022-08-11 18:00:00,22.1,67.2,,,AS,Super Cyclonic Storm
2022224N22067,2022,UNNAMED,2022-08-11 21:00:00,22.0,66.9,,,AS,Super Cyclonic Storm
2022224N22067,2022,UNNAMED,2022-08-12 00:00:00,21.8,66.6,,,AS,Super Cyclonic Storm
2022224N22067,2022,UNNAMED,2022-08-12 03:00:00,21.8,66.4,25.0,990.0,AS,Depression
2022224N22067,2022,UNNAMED,2022-08-12 06:00:00,21.9,66.1,25.0,990.0,AS,Depression
2022224N22067,2022,UNNAMED,2022-08-12 09:00:00,22.0,65.6,,,AS,Super Cyclonic Storm
2022224N22067,2022,UNNAMED,2022-08-12 12:00:00,22.1,65.2,25.0,990.0,AS,Depression
2022224N22067,2022,UNNAMED,2022-08-12 15:00:00,22.2,64.9,,,AS,Super Cyclonic Storm
2022224N22067,2022,UNNAMED,2022-08-12 18:00:00,22.3,64.6,25.0,990.0,AS,Depression
2022224N22067,2022,UNNAMED,2022-08-12 21:00:00,22.2,64.2,,,AS,Super Cyclonic Storm
2022224N22067,2022,UNNAMED,2022-08-13 00:00:00,22.0,63.9,25.0,990.0,AS,Depression
2022224N22067,2022,UNNAMED,2022-08-13 03:00:00,21.8,63.6,25.0,990.0,AS,Depression
2022224N22067,2022,UNNAMED,2022-08-13 06:00:00,21.6,63.6,20.0,990.0,AS,Depression
2022224N22067,2022,UNNAMED,2022-08-13 09:00:00,21.5,64.0,,,AS,Super Cyclonic Storm
2022224N22067,2022,UNNAMED,2022-08-13 12:00:00,21.6,64.7,,,AS,Super Cyclonic Storm
2022224N22067,2022,UNNAMED,2022-08-13 15:00:00,21.8,65.4,,,AS,Super Cyclonic Storm
2022224N22067,2022,UNNAMED,2022-08-13 18:00:00,22.2,66.1,,,AS,Super Cyclonic Storm
2022224N22067,2022,UNNAMED,2022-08-13 21:00:00,22.6,66.4,,,AS,Super Cyclonic Storm
2022224N22067,2022,UNNAMED,2022-08-14 00:00:00,23.1,66.6,,,AS,Super Cyclonic Storm
2022224N22067,2022,UNNAMED,2022-08-14 03:00:00,23.5,66.8,,,AS,Super Cyclonic Storm
2022226N22088,2022,UNNAMED,2022-08-14 03:00:00,21.7,87.8,25.0,994.0,BB,Depression
2022226N22088,2022,UNNAMED,2022-08-14 06:00:00,21.8,87.5,25.0,994.0,BB,Depression
2022226N22088,2022,UNNAMED,2022-08-14 09:00:00,22.0,86.9,,,BB,Super Cyclonic Storm
2022226N22088,2022,UNNAMED,2022-08-14 12:00:00,22.1,86.0,25.0,994.0,BB,Depression
2022226N22088,2022,UNNAMED,2022-08-14 15:00:00,22.2,85.0,,,BB,Super Cyclonic Storm
2022226N22088,2022,UNNAMED,2022-08-14 18:00:00,22.2,84.0,25.0,994.0,BB,Depression
2022226N22088,2022,UNNAMED,2022-08-14 21:00:00,22.3,83.4,,,BB,Super Cyclonic Storm
2022226N22088,2022,UNNAMED,2022-08-15 00:00:00,22.4,82.8,25.0,994.0,BB,Depression
2022226N22088,2022,UNNAMED,2022-08-15 03:00:00,22.6,82.0,25.0,994.0,BB,Depression
2022226N22088,2022,UNNAMED,2022-08-15 06:00:00,22.8,81.1,25.0,994.0,BB,Depression
2022226N22088,2022,UNNAMED,2022-08-15 09:00:00,23.1,80.4,,,BB,Super Cyclonic Storm
2022226N22088,2022,UNNAMED,2022-08-15 12:00:00,23.3,79.8,25.0,994.0,BB,Depression
2022226N22088,2022,UNNAMED,2022-08-15 15:00:00,23.4,79.4,,,BB,Super Cyclonic Storm
2022226N22088,2022,UNNAMED,2022-08-15 18:00:00,23.6,79.0,25.0,994.0,BB,Depression
2022226N22088,2022,UNNAMED,2022-08-15 21:00:00,23.9,78.4,,,BB,Super Cyclonic Storm
2022226N22088,2022,UNNAMED,2022-08-16 00:00:00,24.3,77.6,25.0,994.0,AS,Depression
2022226N22088,2022,UNNAMED,2022-08-16 03:00:00,24.7,76.5,25.0,994.0,AS,Depression
2022226N22088,2022,UNNAMED,2022-08-16 06:00:00,24.9,76.1,20.0,995.0,AS,Depression
2022230N18095,2022,UNNAMED,2022-08-17 12:00:00,18.0,95.0,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-17 15:00:00,18.3,94.5,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-17 18:00:00,18.5,94.1,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-17 21:00:00,18.7,93.7,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-18 00:00:00,18.9,93.2,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-18 03:00:00,19.2,92.7,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-18 06:00:00,19.5,92.2,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-18 09:00:00,19.9,91.4,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-18 12:00:00,20.2,90.7,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-18 15:00:00,20.3,90.5,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-18 18:00:00,20.4,90.3,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-18 21:00:00,20.7,89.8,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-19 00:00:00,20.9,89.4,25.0,994.0,BB,Depression
2022230N18095,2022,UNNAMED,2022-08-19 03:00:00,21.0,89.2,25.0,994.0,BB,Depression
2022230N18095,2022,UNNAMED,2022-08-19 06:00:00,21.2,88.9,30.0,993.0,BB,Deep Depression
2022230N18095,2022,UNNAMED,2022-08-19 09:00:00,21.4,88.6,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-19 12:00:00,21.6,88.1,30.0,992.0,BB,Deep Depression
2022230N18095,2022,UNNAMED,2022-08-19 15:00:00,21.9,87.6,30.0,992.0,BB,Deep Depression
2022230N18095,2022,UNNAMED,2022-08-19 18:00:00,22.2,87.0,30.0,992.0,BB,Deep Depression
2022230N18095,2022,UNNAMED,2022-08-19 21:00:00,22.4,86.4,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-20 00:00:00,22.6,85.9,30.0,992.0,BB,Deep Depression
2022230N18095,2022,UNNAMED,2022-08-20 03:00:00,22.7,85.4,30.0,992.0,BB,Deep Depression
2022230N18095,2022,UNNAMED,2022-08-20 06:00:00,22.9,84.7,30.0,993.0,BB,Deep Depression
2022230N18095,2022,UNNAMED,2022-08-20 09:00:00,23.1,84.1,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-20 12:00:00,23.3,83.6,30.0,993.0,BB,Deep Depression
2022230N18095,2022,UNNAMED,2022-08-20 15:00:00,23.4,83.2,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-20 18:00:00,23.5,82.9,30.0,993.0,BB,Deep Depression
2022230N18095,2022,UNNAMED,2022-08-20 21:00:00,23.6,82.6,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-21 00:00:00,23.7,82.2,25.0,994.0,BB,Depression
2022230N18095,2022,UNNAMED,2022-08-21 03:00:00,23.8,81.7,25.0,994.0,BB,Depression
2022230N18095,2022,UNNAMED,2022-08-21 06:00:00,24.0,81.2,25.0,994.0,BB,Depression
2022230N18095,2022,UNNAMED,2022-08-21 09:00:00,24.1,80.8,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-21 12:00:00,24.2,80.5,25.0,994.0,BB,Depression
2022230N18095,2022,UNNAMED,2022-08-21 15:00:00,24.3,80.1,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-21 18:00:00,24.3,79.8,25.0,995.0,BB,Depression
2022230N18095,2022,UNNAMED,2022-08-21 21:00:00,24.3,79.5,,,BB,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-22 00:00:00,24.3,79.1,25.0,995.0,BB,Depression
2022230N18095,2022,UNNAMED,2022-08-22 03:00:00,24.3,78.4,25.0,995.0,BB,Depression
2022230N18095,2022,UNNAMED,2022-08-22 06:00:00,24.4,77.8,25.0,996.0,AS,Depression
2022230N18095,2022,UNNAMED,2022-08-22 09:00:00,24.4,77.5,,,AS,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-22 12:00:00,24.4,77.4,25.0,996.0,AS,Depression
2022230N18095,2022,UNNAMED,2022-08-22 15:00:00,24.5,77.0,,,AS,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-22 18:00:00,24.6,76.6,20.0,997.0,AS,Depression
2022230N18095,2022,UNNAMED,2022-08-22 21:00:00,24.7,76.3,,,AS,Super Cyclonic Storm
2022230N18095,2022,UNNAMED,2022-08-23 00:00:00,24.8,76.2,20.0,997.0,AS,Depression
2022254N20085,2022,UNNAMED,2022-09-11 00:00:00,19.5,84.7,25.0,998.0,BB,Depression
2022254N20085,2022,UNNAMED,2022-09-11 03:00:00,19.7,84.0,25.0,998.0,BB,Depression
2022254N20085,2022,UNNAMED,2022-09-11 06:00:00,19.8,83.3,25.0,998.0,BB,Depression
2022254N20085,2022,UNNAMED,2022-09-11 09:00:00,19.9,82.4,,,BB,Super Cyclonic Storm
2022254N20085,2022,UNNAMED,2022-09-11 12:00:00,19.9,81.7,25.0,998.0,BB,Depression
2022254N20085,2022,UNNAMED,2022-09-11 15:00:00,20.0,81.4,,,BB,Super Cyclonic Storm
2022254N20085,2022,UNNAMED,2022-09-11 18:00:00,20.1,81.2,25.0,998.0,BB,Depression
2022254N20085,2022,UNNAMED,2022-09-11 21:00:00,20.4,81.0,,,BB,Super Cyclonic Storm
2022254N20085,2022,UNNAMED,2022-09-12 00:00:00,20.8,80.8,20.0,999.0,BB,Depression
2022295N13093,2022,SITRANG,2022-10-21 18:00:00,12.6,93.3,,,BB,Super Cyclonic Storm
2022295N13093,2022,SITRANG,2022-10-21 21:00:00,12.9,92.9,,,BB,Super Cyclonic Storm
2022295N13093,2022,SITRANG,2022-10-22 00:00:00,13.2,92.5,,,BB,Super Cyclonic Storm
2022295N13093,2022,SITRANG,2022-10-22 03:00:00,13.4,92.1,25.0,1004.0,BB,Depression
2022295N13093,2022,SITRANG,2022-10-22 06:00:00,13.9,91.4,25.0,1003.0,BB,Depression
2022295N13093,2022,SITRANG,2022-10-22 09:00:00,14.2,90.9,,,BB,Super Cyclonic Storm
2022295N13093,2022,SITRANG,2022-10-22 12:00:00,14.4,90.5,25.0,1002.0,BB,Depression
2022295N13093,2022,SITRANG,2022-10-22 15:00:00,14.7,90.0,,,BB,Super Cyclonic Storm
2022295N13093,2022,SITRANG,2022-10-22 18:00:00,15.0,89.5,25.0,1002.0,BB,Depression
2022295N13093,2022,SITRANG,2022-10-22 21:00:00,15.2,89.1,,,BB,Super Cyclonic Storm
2022295N13093,2022,SITRANG,2022-10-23 00:00:00,15.4,88.7,30.0,1001.0,BB,Deep Depression
2022295N13093,2022,SITRANG,2022-10-23 03:00:00,15.5,88.3,30.0,1000.0,BB,Deep Depression
2022295N13093,2022,SITRANG,2022-10-23 06:00:00,15.6,88.1,30.0,1000.0,BB,Deep Depression
2022295N13093,2022,SITRANG,2022-10-23 09:00:00,15.8,88.1,,,BB,Super Cyclonic Storm
2022295N13093,2022,SITRANG,2022-10-23 12:00:00,16.2,88.1,35.0,999.0,BB,Cyclonic Storm
2022295N13093,2022,SITRANG,2022-10-23 15:00:00,16.6,88.4,35.0,999.0,BB,Cyclonic Storm
2022295N13093,2022,SITRANG,2022-10-23 18:00:00,17.1,88.6,35.0,998.0,BB,Cyclonic Storm
2022295N13093,2022,SITRANG,2022-10-23 21:00:00,17.5,88.8,40.0,997.0,BB,Cyclonic Storm
2022295N13093,2022,SITRANG,2022-10-24 00:00:00,18.0,89.0,40.0,996.0,BB,Cyclonic Storm
2022295N13093,2022,SITRANG,2022-10-24 03:00:00,18.7,89.3,45.0,996.0,BB,Cyclonic Storm
2022295N13093,2022,SITRANG,2022-10-24 06:00:00,19.4,89.6,45.0,996.0,BB,Cyclonic Storm
2022295N13093,2022,SITRANG,2022-10-24 09:00:00,20.0,89.9,45.0,996.0,BB,Cyclonic Storm
2022295N13093,2022,SITRANG,2022-10-24 12:00:00,20.8,90.1,45.0,996.0,BB,Cyclonic Storm
2022295N13093,2022,SITRANG,2022-10-24 15:00:00,21.8,90.4,45.0,996.0,BB,Cyclonic Storm
2022295N13093,2022,SITRANG,2022-10-24 18:00:00,23.8,90.9,40.0,996.0,BB,Cyclonic Storm
2022295N13093,2022,SITRANG,2022-10-24 21:00:00,24.3,91.0,30.0,998.0,BB,Deep Depression
2022295N13093,2022,SITRANG,2022-10-25 00:00:00,24.5,91.1,25.0,1000.0,BB,Depression
2022324N10086,2022,UNNAMED,2022-11-20 00:00:00,10.0,85.5,25.0,1005.0,BB,Depression
2022324N10086,2022,UNNAMED,2022-11-20 03:00:00,10.0,85.5,25.0,1005.0,BB,Depression
2022324N10086,2022,UNNAMED,2022-11-20 06:00:00,10.3,85.3,25.0,1005.0,BB,Depression
2022324N10086,2022,UNNAMED,2022-11-20 09:00:00,10.6,85.1,,,BB,Super Cyclonic Storm
2022324N10086,2022,UNNAMED,2022-11-20 12:00:00,10.9,85.0,25.0,1003.0,BB,Depression
2022324N10086,2022,UNNAMED,2022-11-20 15:00:00,11.2,84.8,,,BB,Super Cyclonic Storm
2022324N10086,2022,UNNAMED,2022-11-20 18:00:00,11.4,84.6,25.0,1003.0,BB,Depression
2022324N10086,2022,UNNAMED,2022-11-20 21:00:00,11.7,84.4,,,BB,Super Cyclonic Storm
2022324N10086,2022,UNNAMED,2022-11-21 00:00:00,11.9,84.2,25.0,1003.0,BB,Depression
2022324N10086,2022,UNNAMED,2022-11-21 03:00:00,12.1,84.0,25.0,1003.0,BB,Depression
2022324N10086,2022,UNNAMED,2022-11-21 06:00:00,12.6,83.4,25.0,1003.0,BB,Depression
2022324N10086,2022,UNNAMED,2022-11-21 09:00:00,12.8,82.6,,,BB,Super Cyclonic Storm
2022324N10086,2022,UNNAMED,2022-11-21 12:00:00,12.9,82.0,25.0,1003.0,BB,Depression
2022324N10086,2022,UNNAMED,2022-11-21 15:00:00,13.0,81.8,,,BB,Super Cyclonic Storm
2022324N10086,2022,UNNAMED,2022-11-21 18:00:00,13.0,81.7,25.0,1003.0,BB,Depression
2022324N10086,2022,UNNAMED,2022-11-21 21:00:00,13.0,81.6,,,BB,Super Cyclonic Storm
2022324N10086,2022,UNNAMED,2022-11-22 00:00:00,13.1,81.4,25.0,1004.0,BB,Depression
2022338N05100,2022,MANDOUS,2022-12-04 00:00:00,5.3,99.7,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-04 03:00:00,5.5,99.4,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-04 06:00:00,5.7,99.0,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-04 09:00:00,5.9,98.5,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-04 12:00:00,6.1,98.1,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-04 15:00:00,6.3,97.9,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-04 18:00:00,6.6,97.7,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-04 21:00:00,6.9,97.5,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-05 00:00:00,7.2,97.2,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-05 03:00:00,7.3,96.5,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-05 06:00:00,7.3,95.7,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-05 09:00:00,7.4,95.0,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-05 12:00:00,7.5,94.1,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-05 15:00:00,7.8,92.8,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-05 18:00:00,8.0,91.6,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-05 21:00:00,8.0,90.8,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-06 00:00:00,8.0,90.2,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-06 03:00:00,8.0,89.5,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-06 06:00:00,8.1,88.7,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-06 09:00:00,8.3,87.8,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-06 12:00:00,8.4,87.2,25.0,1000.0,BB,Depression
2022338N05100,2022,MANDOUS,2022-12-06 15:00:00,8.4,86.9,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-06 18:00:00,8.5,86.7,25.0,1000.0,BB,Depression
2022338N05100,2022,MANDOUS,2022-12-06 21:00:00,8.5,86.5,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-07 00:00:00,8.6,86.3,30.0,999.0,BB,Deep Depression
2022338N05100,2022,MANDOUS,2022-12-07 03:00:00,8.7,85.9,30.0,999.0,BB,Deep Depression
2022338N05100,2022,MANDOUS,2022-12-07 06:00:00,8.8,85.7,30.0,998.0,BB,Deep Depression
2022338N05100,2022,MANDOUS,2022-12-07 09:00:00,8.8,85.4,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-07 12:00:00,9.0,85.1,30.0,998.0,BB,Deep Depression
2022338N05100,2022,MANDOUS,2022-12-07 15:00:00,9.1,84.9,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-07 18:00:00,9.2,84.7,35.0,997.0,BB,Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-07 21:00:00,9.3,84.5,35.0,997.0,BB,Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-08 00:00:00,9.4,84.3,40.0,995.0,BB,Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-08 03:00:00,9.5,84.0,40.0,994.0,BB,Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-08 06:00:00,9.8,83.6,45.0,992.0,BB,Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-08 09:00:00,9.9,83.2,45.0,992.0,BB,Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-08 12:00:00,10.2,82.9,50.0,990.0,BB,Severe Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-08 15:00:00,10.4,82.5,50.0,990.0,BB,Severe Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-08 18:00:00,10.6,82.2,50.0,990.0,BB,Severe Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-08 21:00:00,10.7,82.0,50.0,990.0,BB,Severe Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-09 00:00:00,11.0,81.8,50.0,990.0,BB,Severe Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-09 03:00:00,11.1,81.6,45.0,991.0,BB,Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-09 06:00:00,11.4,81.4,45.0,992.0,BB,Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-09 09:00:00,11.7,81.2,45.0,992.0,BB,Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-09 12:00:00,12.0,81.0,40.0,993.0,BB,Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-09 15:00:00,12.3,80.7,40.0,994.0,BB,Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-09 18:00:00,12.6,80.4,35.0,995.0,BB,Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-09 21:00:00,12.8,80.1,35.0,996.0,BB,Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-10 00:00:00,12.8,79.8,30.0,998.0,BB,Deep Depression
2022338N05100,2022,MANDOUS,2022-12-10 03:00:00,12.8,79.6,30.0,1000.0,BB,Deep Depression
2022338N05100,2022,MANDOUS,2022-12-10 06:00:00,12.9,79.4,25.0,1002.0,BB,Depression
2022338N05100,2022,MANDOUS,2022-12-10 09:00:00,12.9,79.1,,,BB,Super Cyclonic Storm
2022338N05100,2022,MANDOUS,2022-12-10 12:00:00,12.9,78.8,,,BB,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-12 12:00:00,12.0,74.2,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-12 15:00:00,12.1,73.9,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-12 18:00:00,12.3,73.6,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-12 21:00:00,12.5,73.3,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-13 00:00:00,12.6,73.1,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-13 03:00:00,12.7,72.8,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-13 06:00:00,12.8,72.6,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-13 09:00:00,12.9,72.4,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-13 12:00:00,13.0,72.1,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-13 15:00:00,13.1,71.8,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-13 18:00:00,13.2,71.5,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-13 21:00:00,13.2,71.2,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-14 00:00:00,13.3,70.8,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-14 03:00:00,13.4,70.4,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-14 06:00:00,13.5,70.0,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-14 09:00:00,13.6,69.6,25.0,1002.0,AS,Depression
2022347N12074,2022,UNNAMED,2022-12-14 12:00:00,13.7,69.3,25.0,1002.0,AS,Depression
2022347N12074,2022,UNNAMED,2022-12-14 15:00:00,13.7,68.9,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-14 18:00:00,13.8,68.6,25.0,1002.0,AS,Depression
2022347N12074,2022,UNNAMED,2022-12-14 21:00:00,13.8,68.4,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-15 00:00:00,13.9,68.1,30.0,1000.0,AS,Deep Depression
2022347N12074,2022,UNNAMED,2022-12-15 03:00:00,13.9,67.7,30.0,1000.0,AS,Deep Depression
2022347N12074,2022,UNNAMED,2022-12-15 06:00:00,13.9,67.4,30.0,1000.0,AS,Deep Depression
2022347N12074,2022,UNNAMED,2022-12-15 09:00:00,14.0,67.0,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-15 12:00:00,14.1,66.7,30.0,1000.0,AS,Deep Depression
2022347N12074,2022,UNNAMED,2022-12-15 15:00:00,14.0,66.2,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-15 18:00:00,13.9,65.7,30.0,1000.0,AS,Deep Depression
2022347N12074,2022,UNNAMED,2022-12-15 21:00:00,13.9,65.4,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-16 00:00:00,13.9,65.1,30.0,1000.0,AS,Deep Depression
2022347N12074,2022,UNNAMED,2022-12-16 03:00:00,13.9,64.7,30.0,1000.0,AS,Deep Depression
2022347N12074,2022,UNNAMED,2022-12-16 06:00:00,13.9,64.3,30.0,1000.0,AS,Deep Depression
2022347N12074,2022,UNNAMED,2022-12-16 09:00:00,14.0,63.9,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-16 12:00:00,14.1,63.6,25.0,1002.0,AS,Depression
2022347N12074,2022,UNNAMED,2022-12-16 15:00:00,14.1,63.2,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-16 18:00:00,14.1,62.9,25.0,1002.0,AS,Depression
2022347N12074,2022,UNNAMED,2022-12-16 21:00:00,14.1,62.6,,,AS,Super Cyclonic Storm
2022347N12074,2022,UNNAMED,2022-12-17 00:00:00,14.0,62.3,25.0,1002.0,AS,Depression
2022347N12074,2022,UNNAMED,2022-12-17 03:00:00,14.0,62.0,25.0,1002.0,AS,Depression
2022347N12074,2022,UNNAMED,2022-12-17 06:00:00,13.9,61.6,25.0,1002.0,AS,Depression
2022347N12074,2022,UNNAMED,2022-12-17 09:00:00,13.8,61.3,,,AS,Super Cyclonic Storm
